year,sex,travelling_time,time_leaving_home,age,edu_level,value
2011,Female,½ hour - < ¾ hour,07:31 - 08:00,>=15,junior-cert,31110
2011,Female,½ hour - < ¾ hour,07:31 - 08:00,5 to 12,primary-school,2031
2011,Female,½ hour - < ¾ hour,07:31 - 08:00,13 to 18,leaving-cert,10579
2011,Female,½ hour - < ¾ hour,07:31 - 08:00,>=19,university,3622
2011,Female,½ hour - < ¾ hour,08:01 - 08:30,>=15,junior-cert,46160
2011,Female,½ hour - < ¾ hour,08:01 - 08:30,5 to 12,primary-school,5321
2011,Female,½ hour - < ¾ hour,08:01 - 08:30,13 to 18,leaving-cert,9364
2011,Female,½ hour - < ¾ hour,08:01 - 08:30,>=19,university,6547
2011,Female,½ hour - < ¾ hour,08:31 - 09:00,>=15,junior-cert,23058
2011,Female,½ hour - < ¾ hour,08:31 - 09:00,5 to 12,primary-school,2910
2011,Female,½ hour - < ¾ hour,08:31 - 09:00,13 to 18,leaving-cert,1352
2011,Female,½ hour - < ¾ hour,08:31 - 09:00,>=19,university,3810
2011,Female,½ hour - < ¾ hour,09:01 - 09:30,>=15,junior-cert,9325
2011,Female,½ hour - < ¾ hour,09:01 - 09:30,5 to 12,primary-school,279
2011,Female,½ hour - < ¾ hour,09:01 - 09:30,13 to 18,leaving-cert,222
2011,Female,½ hour - < ¾ hour,09:01 - 09:30,>=19,university,1943
2011,Female,½ hour - < ¾ hour,After 09:30,>=15,junior-cert,13950
2011,Female,½ hour - < ¾ hour,After 09:30,5 to 12,primary-school,18
2011,Female,½ hour - < ¾ hour,After 09:30,13 to 18,leaving-cert,193
2011,Female,½ hour - < ¾ hour,After 09:30,>=19,university,2350
2011,Female,¾ hour - < 1 hour,Before 06:30,>=15,junior-cert,2930
2011,Female,¾ hour - < 1 hour,Before 06:30,5 to 12,primary-school,7
2011,Female,¾ hour - < 1 hour,Before 06:30,13 to 18,leaving-cert,9
2011,Female,¾ hour - < 1 hour,Before 06:30,>=19,university,101
2011,Female,¾ hour - < 1 hour,06:30 - 07:00,>=15,junior-cert,6437
2011,Female,¾ hour - < 1 hour,06:30 - 07:00,5 to 12,primary-school,21
2011,Female,¾ hour - < 1 hour,06:30 - 07:00,13 to 18,leaving-cert,103
2011,Female,¾ hour - < 1 hour,06:30 - 07:00,>=19,university,323
2011,Female,¾ hour - < 1 hour,07:01 - 07:30,>=15,junior-cert,9863
2011,Female,¾ hour - < 1 hour,07:01 - 07:30,5 to 12,primary-school,146
2011,Female,¾ hour - < 1 hour,07:01 - 07:30,13 to 18,leaving-cert,844
2011,Female,¾ hour - < 1 hour,07:01 - 07:30,>=19,university,956
2011,Female,¾ hour - < 1 hour,07:31 - 08:00,>=15,junior-cert,15159
2011,Female,¾ hour - < 1 hour,07:31 - 08:00,5 to 12,primary-school,553
2011,Female,¾ hour - < 1 hour,07:31 - 08:00,13 to 18,leaving-cert,2571
2011,Female,¾ hour - < 1 hour,07:31 - 08:00,>=19,university,2300
2011,Female,¾ hour - < 1 hour,08:01 - 08:30,>=15,junior-cert,14181
2011,Female,¾ hour - < 1 hour,08:01 - 08:30,5 to 12,primary-school,602
2011,Female,¾ hour - < 1 hour,08:01 - 08:30,13 to 18,leaving-cert,1161
2011,Female,¾ hour - < 1 hour,08:01 - 08:30,>=19,university,2299
2011,Female,¾ hour - < 1 hour,08:31 - 09:00,>=15,junior-cert,4931
2011,Female,¾ hour - < 1 hour,08:31 - 09:00,5 to 12,primary-school,228
2011,Female,¾ hour - < 1 hour,08:31 - 09:00,13 to 18,leaving-cert,157
2011,Female,¾ hour - < 1 hour,08:31 - 09:00,>=19,university,925
2011,Female,¾ hour - < 1 hour,09:01 - 09:30,>=15,junior-cert,1995
2011,Female,¾ hour - < 1 hour,09:01 - 09:30,5 to 12,primary-school,51
2011,Female,¾ hour - < 1 hour,09:01 - 09:30,13 to 18,leaving-cert,56
2011,Female,¾ hour - < 1 hour,09:01 - 09:30,>=19,university,577
2011,Female,¾ hour - < 1 hour,After 09:30,>=15,junior-cert,3565
2011,Female,¾ hour - < 1 hour,After 09:30,5 to 12,primary-school,2
2011,Female,¾ hour - < 1 hour,After 09:30,13 to 18,leaving-cert,64
2011,Female,¾ hour - < 1 hour,After 09:30,>=19,university,762
2011,Female,1 hour - < 1½ hours,Before 06:30,>=15,junior-cert,3887
2011,Female,1 hour - < 1½ hours,Before 06:30,5 to 12,primary-school,13
2011,Female,1 hour - < 1½ hours,Before 06:30,13 to 18,leaving-cert,28
2011,Female,1 hour - < 1½ hours,Before 06:30,>=19,university,168
2011,Female,1 hour - < 1½ hours,06:30 - 07:00,>=15,junior-cert,7045
2011,Female,1 hour - < 1½ hours,06:30 - 07:00,5 to 12,primary-school,33
2011,Female,1 hour - < 1½ hours,06:30 - 07:00,13 to 18,leaving-cert,213
2011,Female,1 hour - < 1½ hours,06:30 - 07:00,>=19,university,798
2011,Female,1 hour - < 1½ hours,07:01 - 07:30,>=15,junior-cert,9556
2011,Female,1 hour - < 1½ hours,07:01 - 07:30,5 to 12,primary-school,155
2011,Female,1 hour - < 1½ hours,07:01 - 07:30,13 to 18,leaving-cert,948
2011,Female,1 hour - < 1½ hours,07:01 - 07:30,>=19,university,1902
2011,Female,1 hour - < 1½ hours,07:31 - 08:00,>=15,junior-cert,12758
2011,Female,1 hour - < 1½ hours,07:31 - 08:00,5 to 12,primary-school,343
2011,Female,1 hour - < 1½ hours,07:31 - 08:00,13 to 18,leaving-cert,1389
2011,Female,1 hour - < 1½ hours,07:31 - 08:00,>=19,university,2806
2011,Female,1 hour - < 1½ hours,08:01 - 08:30,>=15,junior-cert,6825
2011,Female,1 hour - < 1½ hours,08:01 - 08:30,5 to 12,primary-school,252
2011,Female,1 hour - < 1½ hours,08:01 - 08:30,13 to 18,leaving-cert,484
2011,Female,1 hour - < 1½ hours,08:01 - 08:30,>=19,university,1817
2011,Female,1 hour - < 1½ hours,08:31 - 09:00,>=15,junior-cert,2626
2011,Female,1 hour - < 1½ hours,08:31 - 09:00,5 to 12,primary-school,147
2011,Female,1 hour - < 1½ hours,08:31 - 09:00,13 to 18,leaving-cert,131
2011,Female,1 hour - < 1½ hours,08:31 - 09:00,>=19,university,853
2011,Female,1 hour - < 1½ hours,09:01 - 09:30,>=15,junior-cert,1050
2011,Female,1 hour - < 1½ hours,09:01 - 09:30,5 to 12,primary-school,48
2011,Female,1 hour - < 1½ hours,09:01 - 09:30,13 to 18,leaving-cert,49
2011,Female,1 hour - < 1½ hours,09:01 - 09:30,>=19,university,486
2011,Female,1 hour - < 1½ hours,After 09:30,>=15,junior-cert,2744
2011,Female,1 hour - < 1½ hours,After 09:30,5 to 12,primary-school,2
2011,Female,1 hour - < 1½ hours,After 09:30,13 to 18,leaving-cert,57
2011,Female,1 hour - < 1½ hours,After 09:30,>=19,university,797
2011,Female,1½ hours and over,Before 06:30,>=15,junior-cert,2756
2011,Female,1½ hours and over,Before 06:30,5 to 12,primary-school,10
2011,Female,1½ hours and over,Before 06:30,13 to 18,leaving-cert,49
2011,Female,1½ hours and over,Before 06:30,>=19,university,327
2011,Female,1½ hours and over,06:30 - 07:00,>=15,junior-cert,3217
2011,Female,1½ hours and over,06:30 - 07:00,5 to 12,primary-school,15
2011,Female,1½ hours and over,06:30 - 07:00,13 to 18,leaving-cert,179
2011,Female,1½ hours and over,06:30 - 07:00,>=19,university,916
2011,Female,1½ hours and over,07:01 - 07:30,>=15,junior-cert,2978
2011,Female,1½ hours and over,07:01 - 07:30,5 to 12,primary-school,37
2011,Female,1½ hours and over,07:01 - 07:30,13 to 18,leaving-cert,291
2011,Female,1½ hours and over,07:01 - 07:30,>=19,university,1095
2011,Female,1½ hours and over,07:31 - 08:00,>=15,junior-cert,2047
2011,Female,1½ hours and over,07:31 - 08:00,5 to 12,primary-school,44
2011,Female,1½ hours and over,07:31 - 08:00,13 to 18,leaving-cert,217
2011,Female,1½ hours and over,07:31 - 08:00,>=19,university,796
2011,Female,1½ hours and over,08:01 - 08:30,>=15,junior-cert,1001
2011,Female,1½ hours and over,08:01 - 08:30,5 to 12,primary-school,75
2011,Female,1½ hours and over,08:01 - 08:30,13 to 18,leaving-cert,123
2011,Female,1½ hours and over,08:01 - 08:30,>=19,university,500
2011,Female,1½ hours and over,08:31 - 09:00,>=15,junior-cert,535
2011,Female,1½ hours and over,08:31 - 09:00,5 to 12,primary-school,80
2011,Female,1½ hours and over,08:31 - 09:00,13 to 18,leaving-cert,75
2011,Female,1½ hours and over,08:31 - 09:00,>=19,university,338
2011,Female,1½ hours and over,09:01 - 09:30,>=15,junior-cert,259
2011,Female,1½ hours and over,09:01 - 09:30,5 to 12,primary-school,43
2011,Female,1½ hours and over,09:01 - 09:30,13 to 18,leaving-cert,34
2011,Female,1½ hours and over,09:01 - 09:30,>=19,university,166
2011,Female,1½ hours and over,After 09:30,>=15,junior-cert,873
2011,Female,1½ hours and over,After 09:30,5 to 12,primary-school,0
2011,Female,1½ hours and over,After 09:30,13 to 18,leaving-cert,56
2011,Female,1½ hours and over,After 09:30,>=19,university,464
2011,Female,na,Before 06:30,>=15,junior-cert,801
2011,Female,na,Before 06:30,5 to 12,primary-school,17
2011,Female,na,Before 06:30,13 to 18,leaving-cert,8
2011,Female,na,Before 06:30,>=19,university,45
2011,Female,na,06:30 - 07:00,>=15,junior-cert,1119
2011,Female,na,06:30 - 07:00,5 to 12,primary-school,27
2011,Female,na,06:30 - 07:00,13 to 18,leaving-cert,39
2011,Female,na,06:30 - 07:00,>=19,university,93
2011,Female,na,07:01 - 07:30,>=15,junior-cert,1478
2011,Female,na,07:01 - 07:30,5 to 12,primary-school,78
2011,Female,na,07:01 - 07:30,13 to 18,leaving-cert,177
2011,Female,na,07:01 - 07:30,>=19,university,171
2011,Female,na,07:31 - 08:00,>=15,junior-cert,1925
2011,Female,na,07:31 - 08:00,5 to 12,primary-school,250
2011,Female,na,07:31 - 08:00,13 to 18,leaving-cert,823
2011,Female,na,07:31 - 08:00,>=19,university,312
2011,Female,na,08:01 - 08:30,>=15,junior-cert,2325
2011,Female,na,08:01 - 08:30,5 to 12,primary-school,1239
2011,Female,na,08:01 - 08:30,13 to 18,leaving-cert,1315
2011,Female,na,08:01 - 08:30,>=19,university,473
2011,Female,na,08:31 - 09:00,>=15,junior-cert,2167
2011,Female,na,08:31 - 09:00,5 to 12,primary-school,2478
2011,Female,na,08:31 - 09:00,13 to 18,leaving-cert,861
2011,Female,na,08:31 - 09:00,>=19,university,492
2011,Female,na,09:01 - 09:30,>=15,junior-cert,1348
2011,Female,na,09:01 - 09:30,5 to 12,primary-school,1115
2011,Female,na,09:01 - 09:30,13 to 18,leaving-cert,115
2011,Female,na,09:01 - 09:30,>=19,university,240
2011,Female,na,After 09:30,>=15,junior-cert,2371
2011,Female,na,After 09:30,5 to 12,primary-school,19
2011,Female,na,After 09:30,13 to 18,leaving-cert,25
2011,Female,na,After 09:30,>=19,university,220
2016,Male,< ¼ hour,Before 06:30,>=15,junior-cert,20795
2016,Male,< ¼ hour,Before 06:30,5 to 12,primary-school,59
2016,Male,< ¼ hour,Before 06:30,13 to 18,leaving-cert,47
2016,Male,< ¼ hour,Before 06:30,>=19,university,82
2016,Male,< ¼ hour,06:30 - 07:00,>=15,junior-cert,20535
2016,Male,< ¼ hour,06:30 - 07:00,5 to 12,primary-school,158
2016,Male,< ¼ hour,06:30 - 07:00,13 to 18,leaving-cert,73
2016,Male,< ¼ hour,06:30 - 07:00,>=19,university,188
2016,Male,< ¼ hour,07:01 - 07:30,>=15,junior-cert,18234
2016,Male,< ¼ hour,07:01 - 07:30,5 to 12,primary-school,855
2016,Male,< ¼ hour,07:01 - 07:30,13 to 18,leaving-cert,475
2016,Male,< ¼ hour,07:01 - 07:30,>=19,university,233
2016,Male,< ¼ hour,07:31 - 08:00,>=15,junior-cert,39241
2016,Male,< ¼ hour,07:31 - 08:00,5 to 12,primary-school,3669
2016,Male,< ¼ hour,07:31 - 08:00,13 to 18,leaving-cert,4315
2016,Male,< ¼ hour,07:31 - 08:00,>=19,university,801
2016,Male,< ¼ hour,08:01 - 08:30,>=15,junior-cert,30457
2016,Male,< ¼ hour,08:01 - 08:30,5 to 12,primary-school,27213
2016,Male,< ¼ hour,08:01 - 08:30,13 to 18,leaving-cert,25513
2016,Male,< ¼ hour,08:01 - 08:30,>=19,university,2185
2016,Male,< ¼ hour,08:31 - 09:00,>=15,junior-cert,36362
2016,Male,< ¼ hour,08:31 - 09:00,5 to 12,primary-school,98099
2016,Male,< ¼ hour,08:31 - 09:00,13 to 18,leaving-cert,33538
2016,Male,< ¼ hour,08:31 - 09:00,>=19,university,8629
2016,Male,< ¼ hour,09:01 - 09:30,>=15,junior-cert,14119
2016,Male,< ¼ hour,09:01 - 09:30,5 to 12,primary-school,51167
2016,Male,< ¼ hour,09:01 - 09:30,13 to 18,leaving-cert,2397
2016,Male,< ¼ hour,09:01 - 09:30,>=19,university,2830
2016,Male,< ¼ hour,After 09:30,>=15,junior-cert,30570
2016,Male,< ¼ hour,After 09:30,5 to 12,primary-school,300
2016,Male,< ¼ hour,After 09:30,13 to 18,leaving-cert,326
2016,Male,< ¼ hour,After 09:30,>=19,university,3280
2016,Male,¼ hour - < ½ hour,Before 06:30,>=15,junior-cert,29828
2016,Male,¼ hour - < ½ hour,Before 06:30,5 to 12,primary-school,34
2016,Male,¼ hour - < ½ hour,Before 06:30,13 to 18,leaving-cert,43
2016,Male,¼ hour - < ½ hour,Before 06:30,>=19,university,144
2016,Male,¼ hour - < ½ hour,06:30 - 07:00,>=15,junior-cert,28431
2016,Male,¼ hour - < ½ hour,06:30 - 07:00,5 to 12,primary-school,174
2016,Male,¼ hour - < ½ hour,06:30 - 07:00,13 to 18,leaving-cert,206
2016,Male,¼ hour - < ½ hour,06:30 - 07:00,>=19,university,305
2016,Male,¼ hour - < ½ hour,07:01 - 07:30,>=15,junior-cert,35359
2016,Male,¼ hour - < ½ hour,07:01 - 07:30,5 to 12,primary-school,877
2016,Male,¼ hour - < ½ hour,07:01 - 07:30,13 to 18,leaving-cert,1959
2016,Male,¼ hour - < ½ hour,07:01 - 07:30,>=19,university,644
2016,Male,¼ hour - < ½ hour,07:31 - 08:00,>=15,junior-cert,50264
2016,Male,¼ hour - < ½ hour,07:31 - 08:00,5 to 12,primary-school,4033
2016,Male,¼ hour - < ½ hour,07:31 - 08:00,13 to 18,leaving-cert,15064
2016,Male,¼ hour - < ½ hour,07:31 - 08:00,>=19,university,2254
2016,Male,¼ hour - < ½ hour,08:01 - 08:30,>=15,junior-cert,47008
2016,Male,¼ hour - < ½ hour,08:01 - 08:30,5 to 12,primary-school,23612
2016,Male,¼ hour - < ½ hour,08:01 - 08:30,13 to 18,leaving-cert,34180
2016,Male,¼ hour - < ½ hour,08:01 - 08:30,>=19,university,6162
2016,Male,¼ hour - < ½ hour,08:31 - 09:00,>=15,junior-cert,35412
2016,Male,¼ hour - < ½ hour,08:31 - 09:00,5 to 12,primary-school,28261
2016,Male,¼ hour - < ½ hour,08:31 - 09:00,13 to 18,leaving-cert,12572
2016,Male,¼ hour - < ½ hour,08:31 - 09:00,>=19,university,8079
2016,Male,¼ hour - < ½ hour,09:01 - 09:30,>=15,junior-cert,12981
2016,Male,¼ hour - < ½ hour,09:01 - 09:30,5 to 12,primary-school,4821
2016,Male,¼ hour - < ½ hour,09:01 - 09:30,13 to 18,leaving-cert,704
2016,Male,¼ hour - < ½ hour,09:01 - 09:30,>=19,university,2917
2016,Male,¼ hour - < ½ hour,After 09:30,>=15,junior-cert,29579
2016,Male,¼ hour - < ½ hour,After 09:30,5 to 12,primary-school,90
2016,Male,¼ hour - < ½ hour,After 09:30,13 to 18,leaving-cert,269
2016,Male,¼ hour - < ½ hour,After 09:30,>=19,university,4388
2016,Male,½ hour - < ¾ hour,Before 06:30,>=15,junior-cert,24253
2016,Male,½ hour - < ¾ hour,Before 06:30,5 to 12,primary-school,16
2016,Male,½ hour - < ¾ hour,Before 06:30,13 to 18,leaving-cert,36
2016,Male,½ hour - < ¾ hour,Before 06:30,>=19,university,161
2016,Male,½ hour - < ¾ hour,06:30 - 07:00,>=15,junior-cert,29063
2016,Male,½ hour - < ¾ hour,06:30 - 07:00,5 to 12,primary-school,109
2016,Male,½ hour - < ¾ hour,06:30 - 07:00,13 to 18,leaving-cert,329
2016,Male,½ hour - < ¾ hour,06:30 - 07:00,>=19,university,494
2016,Male,½ hour - < ¾ hour,07:01 - 07:30,>=15,junior-cert,38761
2016,Male,½ hour - < ¾ hour,07:01 - 07:30,5 to 12,primary-school,559
2016,Male,½ hour - < ¾ hour,07:01 - 07:30,13 to 18,leaving-cert,2711
2016,Male,½ hour - < ¾ hour,07:01 - 07:30,>=19,university,1357
2016,Male,½ hour - < ¾ hour,07:31 - 08:00,>=15,junior-cert,39612
2016,Male,½ hour - < ¾ hour,07:31 - 08:00,5 to 12,primary-school,2637
2016,Male,½ hour - < ¾ hour,07:31 - 08:00,13 to 18,leaving-cert,11973
2016,Male,½ hour - < ¾ hour,07:31 - 08:00,>=19,university,3708
2016,Male,½ hour - < ¾ hour,08:01 - 08:30,>=15,junior-cert,37588
2016,Male,½ hour - < ¾ hour,08:01 - 08:30,5 to 12,primary-school,6148
2016,Male,½ hour - < ¾ hour,08:01 - 08:30,13 to 18,leaving-cert,9033
2016,Male,½ hour - < ¾ hour,08:01 - 08:30,>=19,university,6183
2016,Male,½ hour - < ¾ hour,08:31 - 09:00,>=15,junior-cert,16632
2016,Male,½ hour - < ¾ hour,08:31 - 09:00,5 to 12,primary-school,2971
2016,Male,½ hour - < ¾ hour,08:31 - 09:00,13 to 18,leaving-cert,1359
2016,Male,½ hour - < ¾ hour,08:31 - 09:00,>=19,university,3213
2016,Male,½ hour - < ¾ hour,09:01 - 09:30,>=15,junior-cert,7535
2016,Male,½ hour - < ¾ hour,09:01 - 09:30,5 to 12,primary-school,259
2016,Male,½ hour - < ¾ hour,09:01 - 09:30,13 to 18,leaving-cert,200
2016,Male,½ hour - < ¾ hour,09:01 - 09:30,>=19,university,1575
2016,Male,½ hour - < ¾ hour,After 09:30,>=15,junior-cert,17668
2016,Male,½ hour - < ¾ hour,After 09:30,5 to 12,primary-school,16
2016,Male,½ hour - < ¾ hour,After 09:30,13 to 18,leaving-cert,129
2016,Male,½ hour - < ¾ hour,After 09:30,>=19,university,2515
2016,Male,¾ hour - < 1 hour,Before 06:30,>=15,junior-cert,10116
2016,Male,¾ hour - < 1 hour,Before 06:30,5 to 12,primary-school,8
2016,Male,¾ hour - < 1 hour,Before 06:30,13 to 18,leaving-cert,15
2016,Male,¾ hour - < 1 hour,Before 06:30,>=19,university,78
2016,Male,¾ hour - < 1 hour,06:30 - 07:00,>=15,junior-cert,13456
2016,Male,¾ hour - < 1 hour,06:30 - 07:00,5 to 12,primary-school,44
2016,Male,¾ hour - < 1 hour,06:30 - 07:00,13 to 18,leaving-cert,164
2016,Male,¾ hour - < 1 hour,06:30 - 07:00,>=19,university,348
2016,Male,¾ hour - < 1 hour,07:01 - 07:30,>=15,junior-cert,15074
2016,Male,¾ hour - < 1 hour,07:01 - 07:30,5 to 12,primary-school,221
2016,Male,¾ hour - < 1 hour,07:01 - 07:30,13 to 18,leaving-cert,1246
2016,Male,¾ hour - < 1 hour,07:01 - 07:30,>=19,university,1124
2016,Male,¾ hour - < 1 hour,07:31 - 08:00,>=15,junior-cert,15389
2016,Male,¾ hour - < 1 hour,07:31 - 08:00,5 to 12,primary-school,616
2016,Male,¾ hour - < 1 hour,07:31 - 08:00,13 to 18,leaving-cert,2680
2016,Male,¾ hour - < 1 hour,07:31 - 08:00,>=19,university,2297
2016,Male,¾ hour - < 1 hour,08:01 - 08:30,>=15,junior-cert,11130
2016,Male,¾ hour - < 1 hour,08:01 - 08:30,5 to 12,primary-school,742
2016,Male,¾ hour - < 1 hour,08:01 - 08:30,13 to 18,leaving-cert,1114
2016,Male,¾ hour - < 1 hour,08:01 - 08:30,>=19,university,2210
2016,Male,¾ hour - < 1 hour,08:31 - 09:00,>=15,junior-cert,3728
2016,Male,¾ hour - < 1 hour,08:31 - 09:00,5 to 12,primary-school,223
2016,Male,¾ hour - < 1 hour,08:31 - 09:00,13 to 18,leaving-cert,149
2016,Male,¾ hour - < 1 hour,08:31 - 09:00,>=19,university,745
2016,Male,¾ hour - < 1 hour,09:01 - 09:30,>=15,junior-cert,1795
2016,Male,¾ hour - < 1 hour,09:01 - 09:30,5 to 12,primary-school,32
2016,Male,¾ hour - < 1 hour,09:01 - 09:30,13 to 18,leaving-cert,43
2016,Male,¾ hour - < 1 hour,09:01 - 09:30,>=19,university,511
2016,Male,¾ hour - < 1 hour,After 09:30,>=15,junior-cert,4920
2016,Male,¾ hour - < 1 hour,After 09:30,5 to 12,primary-school,4
2016,Male,¾ hour - < 1 hour,After 09:30,13 to 18,leaving-cert,52
2016,Male,¾ hour - < 1 hour,After 09:30,>=19,university,786
2016,Male,1 hour - < 1½ hours,Before 06:30,>=15,junior-cert,16765
2016,Male,1 hour - < 1½ hours,Before 06:30,5 to 12,primary-school,18
2016,Male,1 hour - < 1½ hours,Before 06:30,13 to 18,leaving-cert,39
2016,Male,1 hour - < 1½ hours,Before 06:30,>=19,university,235
2016,Male,1 hour - < 1½ hours,06:30 - 07:00,>=15,junior-cert,21038
2016,Male,1 hour - < 1½ hours,06:30 - 07:00,5 to 12,primary-school,86
2016,Male,1 hour - < 1½ hours,06:30 - 07:00,13 to 18,leaving-cert,327
2016,Male,1 hour - < 1½ hours,06:30 - 07:00,>=19,university,1019
2016,Male,1 hour - < 1½ hours,07:01 - 07:30,>=15,junior-cert,16565
2016,Male,1 hour - < 1½ hours,07:01 - 07:30,5 to 12,primary-school,234
2016,Male,1 hour - < 1½ hours,07:01 - 07:30,13 to 18,leaving-cert,1212
2016,Male,1 hour - < 1½ hours,07:01 - 07:30,>=19,university,2296
2016,Male,1 hour - < 1½ hours,07:31 - 08:00,>=15,junior-cert,15550
2016,Male,1 hour - < 1½ hours,07:31 - 08:00,5 to 12,primary-school,523
2016,Male,1 hour - < 1½ hours,07:31 - 08:00,13 to 18,leaving-cert,1482
2016,Male,1 hour - < 1½ hours,07:31 - 08:00,>=19,university,2945
2016,Male,1 hour - < 1½ hours,08:01 - 08:30,>=15,junior-cert,7660
2016,Male,1 hour - < 1½ hours,08:01 - 08:30,5 to 12,primary-school,436
2016,Male,1 hour - < 1½ hours,08:01 - 08:30,13 to 18,leaving-cert,507
